Order ID,Date,Customer ID,Item Code,Dish,Category,Quantity,Unit Price (₦),Discount %,Revenue (₦),Unit Cost (₦),Total Cost (₦),Gross Profit (₦),Order Channel,Payment Method,Meal Period,Hour,Rating
ORD-01649,46077,CUST-0494,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Takeaway,POS,Lunch,12,4
ORD-00019,46078,CUST-0331,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Transfer,Breakfast,10,3
ORD-00242,46078,CUST-0279,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Takeaway,Cash,Breakfast,8,4
ORD-01096,46078,CUST-0339,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Delivery,Transfer,Lunch,14,5
ORD-01115,46078,CUST-0078,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Transfer,Dinner,16,3
ORD-01160,46078,CUST-0105,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Walk-in,Cash,Dinner,18,4
ORD-01280,46078,CUST-0194,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0.1,5040,1450,2900,2140,Takeaway,POS,Lunch,12,3
ORD-01355,46078,CUST-0017,FD007,Amala & Ewedu,Swallow,4,2500,0.05,9500,1250,5000,4500,Delivery,Transfer,Lunch,11,5
ORD-01495,46078,CUST-0514,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Takeaway,Transfer,Breakfast,8,5
ORD-00205,46079,CUST-0230,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Takeaway,Cash,Breakfast,8,5
ORD-00518,46079,CUST-0169,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Takeaway,Cash,Lunch,15,4
ORD-00698,46079,CUST-0095,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Breakfast,9,5
ORD-00591,46080,CUST-0204,FD010,Soft Drink,Beverages,2,600,0,1200,280,560,640,Walk-in,Cash,Dinner,17,5
ORD-00946,46080,CUST-0585,FD009,Moi Moi,Sides,4,900,0,3600,380,1520,2080,Takeaway,POS,Breakfast,10,4
ORD-00973,46080,CUST-0425,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,POS,Lunch,14,4
ORD-01242,46080,CUST-0516,FD004,Beans & Plantain,Traditional Meals,4,2000,0.05,7600,960,3840,3760,Walk-in,POS,Breakfast,9,
ORD-01658,46080,CUST-0472,FD007,Amala & Ewedu,Swallow,1,2500,0,2500,1250,1250,1250,Delivery,Transfer,Lunch,11,3
ORD-01743,46080,CUST-0170,FD007,Amala & Ewedu,Swallow,4,2500,0,10000,1250,5000,5000,Takeaway,Cash,Dinner,16,
ORD-00239,46081,CUST-0360,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,Cash,Dinner,18,4
ORD-00400,46081,CUST-0302,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Takeaway,POS,Lunch,13,4
ORD-01046,46081,CUST-0429,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,POS,Dinner,20,5
ORD-01119,46081,CUST-0076,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Takeaway,Transfer,Lunch,11,4
ORD-01210,46081,CUST-0543,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Cash,Dinner,17,5
ORD-01683,46081,CUST-0376,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Delivery,Transfer,Lunch,11,4
ORD-01709,46081,CUST-0283,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0.05,5320,1450,2900,2420,Walk-in,POS,Lunch,11,4
ORD-01717,46081,CUST-0426,FD010,Soft Drink,Beverages,4,600,0,2400,280,1120,1280,Takeaway,Transfer,Dinner,16,4
ORD-00394,46082,CUST-0217,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Walk-in,POS,Dinner,20,5
ORD-00540,46082,CUST-0473,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,POS,Dinner,20,5
ORD-00912,46082,CUST-0006,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Walk-in,Transfer,Lunch,14,5
ORD-00969,46082,CUST-0271,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Walk-in,Transfer,Breakfast,10,5
ORD-01037,46082,CUST-0566,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Dinner,16,4
ORD-01407,46082,CUST-0452,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Delivery,Transfer,Lunch,12,5
ORD-01619,46082,CUST-0427,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0.1,2700,1580,1580,1120,Walk-in,Cash,Lunch,14,5
ORD-00244,46083,CUST-0399,FD007,Amala & Ewedu,Swallow,2,2500,0.05,4750,1250,2500,2250,Walk-in,Cash,Dinner,18,5
ORD-00475,46083,CUST-0299,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,POS,Lunch,13,4
ORD-00555,46083,CUST-0615,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,POS,Lunch,15,4
ORD-00729,46083,CUST-0625,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,POS,Lunch,15,5
ORD-00747,46083,CUST-0169,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Lunch,12,3
ORD-00916,46083,CUST-0502,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0.05,8550,1580,4740,3810,Takeaway,Cash,Lunch,15,4
ORD-01384,46083,CUST-0306,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Delivery,POS,Dinner,20,4
ORD-01627,46083,CUST-0170,FD011,Bottled Water,Beverages,2,300,0,600,120,240,360,Takeaway,POS,Lunch,14,5
ORD-00167,46084,CUST-0223,FD009,Moi Moi,Sides,3,900,0,2700,380,1140,1560,Takeaway,POS,Dinner,17,3
ORD-00433,46084,CUST-0099,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,Transfer,Lunch,14,4
ORD-00624,46084,CUST-0522,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,POS,Lunch,11,4
ORD-00852,46084,CUST-0607,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Takeaway,Transfer,Breakfast,8,4
ORD-00864,46084,CUST-0006,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0.05,2660,1450,1450,1210,Takeaway,Transfer,Lunch,12,4
ORD-00291,46085,CUST-0364,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,Transfer,Lunch,13,5
ORD-00530,46085,CUST-0356,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Cash,Dinner,16,4
ORD-00699,46085,CUST-0290,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Takeaway,Transfer,Lunch,13,5
ORD-00772,46085,CUST-0581,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Takeaway,Transfer,Dinner,18,5
ORD-00089,46086,CUST-0208,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Cash,Breakfast,10,4
ORD-00175,46086,CUST-0504,FD001,White Rice & Stew,Rice Meals,3,1800,0.05,5130,820,2460,2670,Walk-in,Cash,Dinner,17,5
ORD-00437,46086,CUST-0497,FD011,Bottled Water,Beverages,1,300,0,300,120,120,180,Walk-in,POS,Lunch,12,5
ORD-00665,46086,CUST-0185,FD011,Bottled Water,Beverages,3,300,0,900,120,360,540,Delivery,Transfer,Dinner,18,5
ORD-00739,46086,CUST-0226,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Takeaway,POS,Breakfast,9,4
ORD-00740,46086,CUST-0302,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,POS,Lunch,12,3
ORD-00788,46086,CUST-0599,FD010,Soft Drink,Beverages,3,600,0,1800,280,840,960,Walk-in,Cash,Dinner,16,4
ORD-00870,46086,CUST-0637,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Lunch,12,4
ORD-00879,46086,CUST-0002,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Transfer,Lunch,14,5
ORD-01107,46086,CUST-0593,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Takeaway,Cash,Lunch,14,4
ORD-01109,46086,CUST-0082,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Takeaway,POS,Lunch,12,4
ORD-01173,46086,CUST-0078,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Walk-in,Cash,Lunch,11,5
ORD-01188,46086,CUST-0369,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Delivery,POS,Lunch,14,4
ORD-01217,46086,CUST-0498,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Transfer,Lunch,12,5
ORD-01498,46086,CUST-0001,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Takeaway,Transfer,Breakfast,10,5
ORD-00823,46087,CUST-0469,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,POS,Breakfast,9,4
ORD-00834,46087,CUST-0248,FD004,Beans & Plantain,Traditional Meals,1,2000,0.05,1900,960,960,940,Walk-in,Transfer,Dinner,17,5
ORD-00835,46087,CUST-0064,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,POS,Breakfast,10,3
ORD-01051,46087,CUST-0045,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Takeaway,Cash,Dinner,17,5
ORD-01110,46087,CUST-0314,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Transfer,Lunch,12,5
ORD-01212,46087,CUST-0583,FD007,Amala & Ewedu,Swallow,1,2500,0,2500,1250,1250,1250,Walk-in,Transfer,Dinner,20,3
ORD-01372,46087,CUST-0369,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,Cash,Lunch,12,5
ORD-01375,46087,CUST-0360,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,Transfer,Dinner,20,4
ORD-01420,46087,CUST-0172,FD010,Soft Drink,Beverages,1,600,0,600,280,280,320,Walk-in,Cash,Lunch,12,4
ORD-00023,46088,CUST-0649,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Delivery,POS,Lunch,12,3
ORD-00208,46088,CUST-0281,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Takeaway,Cash,Lunch,12,3
ORD-00281,46088,CUST-0500,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Takeaway,POS,Lunch,12,5
ORD-00781,46088,CUST-0648,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Walk-in,POS,Dinner,19,3
ORD-00913,46088,CUST-0523,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Walk-in,Transfer,Breakfast,9,5
ORD-01532,46088,CUST-0571,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,Cash,Dinner,16,
ORD-01539,46088,CUST-0398,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Walk-in,Cash,Lunch,11,4
ORD-00424,46089,CUST-0478,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Takeaway,POS,Lunch,15,3
ORD-01108,46089,CUST-0092,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Walk-in,POS,Dinner,17,4
ORD-01155,46089,CUST-0263,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Delivery,POS,Lunch,11,5
ORD-01194,46089,CUST-0362,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Takeaway,Transfer,Lunch,12,4
ORD-00308,46090,CUST-0111,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Transfer,Breakfast,10,5
ORD-00486,46090,CUST-0528,FD005,Yam Porridge,Traditional Meals,1,2200,0.1,1980,1050,1050,930,Delivery,Transfer,Dinner,16,5
ORD-00550,46090,CUST-0101,FD007,Amala & Ewedu,Swallow,1,2500,0,2500,1250,1250,1250,Takeaway,Transfer,Breakfast,10,5
ORD-00667,46090,CUST-0067,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Takeaway,POS,Dinner,20,
ORD-01070,46090,CUST-0613,FD006,Eba & Egusi Soup,Swallow,4,2600,0.05,9880,1320,5280,4600,Walk-in,Cash,Lunch,12,3
ORD-01083,46090,CUST-0113,FD002,Jollof Rice & Chicken,Rice Meals,2,2800,0,5600,1450,2900,2700,Takeaway,Cash,Breakfast,10,4
ORD-01121,46090,CUST-0271,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Takeaway,Cash,Dinner,19,5
ORD-01271,46090,CUST-0584,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Takeaway,POS,Lunch,13,5
ORD-01315,46090,CUST-0126,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Transfer,Lunch,14,4
ORD-01458,46090,CUST-0102,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Walk-in,POS,Dinner,18,4
ORD-01472,46090,CUST-0237,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Transfer,Lunch,13,4
ORD-01505,46090,CUST-0182,FD001,White Rice & Stew,Rice Meals,4,1800,0.05,6840,820,3280,3560,Walk-in,Cash,Lunch,12,5
ORD-01525,46090,CUST-0433,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Takeaway,Transfer,Lunch,12,5
ORD-00086,46091,CUST-0529,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Delivery,POS,Dinner,17,4
ORD-00310,46091,CUST-0334,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,Cash,Dinner,19,5
ORD-00451,46091,CUST-0306,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Transfer,Lunch,14,4
ORD-00647,46091,CUST-0124,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Transfer,Dinner,18,4
ORD-00756,46091,CUST-0187,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Walk-in,POS,Dinner,18,4
ORD-01024,46091,CUST-0178,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Transfer,Breakfast,8,4
ORD-01040,46091,CUST-0260,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Delivery,Transfer,Dinner,19,4
ORD-01090,46091,CUST-0194,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Walk-in,POS,Breakfast,10,5
ORD-01367,46091,CUST-0206,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,POS,Dinner,18,4
ORD-00343,46092,CUST-0269,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Walk-in,POS,Dinner,19,4
ORD-00452,46092,CUST-0188,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Lunch,11,
ORD-00579,46092,CUST-0324,FD006,Eba & Egusi Soup,Swallow,2,2600,0,5200,1320,2640,2560,Walk-in,Cash,Breakfast,8,4
ORD-00744,46092,CUST-0369,FD008,Pounded Yam & Vegetable Soup,Swallow,1,3200,0,3200,1710,1710,1490,Takeaway,Cash,Dinner,17,3
ORD-00822,46092,CUST-0406,FD005,Yam Porridge,Traditional Meals,1,2200,0,2200,1050,1050,1150,Delivery,POS,Breakfast,9,5
ORD-01205,46092,CUST-0147,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Transfer,Lunch,11,4
ORD-01312,46092,CUST-0292,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Cash,Lunch,11,3
ORD-00224,46093,CUST-0603,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,POS,Lunch,14,4
ORD-00512,46093,CUST-0634,FD004,Beans & Plantain,Traditional Meals,2,2000,0,4000,960,1920,2080,Walk-in,POS,Lunch,13,5
ORD-00612,46093,CUST-0028,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0.05,7980,1450,4350,3630,Delivery,Transfer,Lunch,13,
ORD-01255,46093,CUST-0017,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,Cash,Lunch,14,5
ORD-01551,46093,CUST-0242,FD011,Bottled Water,Beverages,4,300,0,1200,120,480,720,Walk-in,Cash,Lunch,12,4
ORD-01560,46093,CUST-0648,FD010,Soft Drink,Beverages,1,600,0,600,280,280,320,Takeaway,Transfer,Dinner,16,4
ORD-01583,46093,CUST-0221,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Walk-in,POS,Lunch,15,4
ORD-01750,46093,CUST-0386,FD007,Amala & Ewedu,Swallow,2,2500,0,5000,1250,2500,2500,Delivery,POS,Breakfast,9,4
ORD-00726,46094,CUST-0208,FD003,Fried Rice & Chicken,Rice Meals,4,3000,0,12000,1580,6320,5680,Delivery,Cash,Lunch,13,4
ORD-00935,46094,CUST-0355,FD008,Pounded Yam & Vegetable Soup,Swallow,3,3200,0,9600,1710,5130,4470,Walk-in,Cash,Dinner,18,3
ORD-01032,46094,CUST-0229,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Takeaway,Cash,Dinner,19,
ORD-01179,46094,CUST-0232,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Cash,Dinner,17,4
ORD-01366,46094,CUST-0400,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,Cash,Lunch,15,4
ORD-01410,46094,CUST-0242,FD008,Pounded Yam & Vegetable Soup,Swallow,2,3200,0,6400,1710,3420,2980,Walk-in,Cash,Lunch,15,5
ORD-01485,46094,CUST-0254,FD003,Fried Rice & Chicken,Rice Meals,2,3000,0,6000,1580,3160,2840,Walk-in,POS,Lunch,13,4
ORD-01605,46094,CUST-0238,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Delivery,Cash,Dinner,20,5
ORD-01678,46094,CUST-0540,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,POS,Lunch,11,4
ORD-00028,46095,CUST-0169,FD009,Moi Moi,Sides,3,900,0,2700,380,1140,1560,Takeaway,POS,Dinner,20,4
ORD-00102,46095,CUST-0444,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Walk-in,Transfer,Lunch,15,5
ORD-00215,46095,CUST-0444,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,POS,Lunch,13,4
ORD-00306,46095,CUST-0243,FD005,Yam Porridge,Traditional Meals,4,2200,0,8800,1050,4200,4600,Delivery,POS,Lunch,13,4
ORD-00491,46095,CUST-0585,FD009,Moi Moi,Sides,2,900,0,1800,380,760,1040,Delivery,Transfer,Dinner,18,4
ORD-00562,46095,CUST-0609,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,Cash,Lunch,15,5
ORD-00683,46095,CUST-0494,FD012,Fried Plantain,Sides,2,700,0,1400,300,600,800,Walk-in,POS,Dinner,16,4
ORD-00730,46095,CUST-0586,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Cash,Breakfast,9,5
ORD-00742,46095,CUST-0060,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Takeaway,Transfer,Lunch,12,4
ORD-00991,46095,CUST-0138,FD006,Eba & Egusi Soup,Swallow,3,2600,0,7800,1320,3960,3840,Walk-in,Cash,Lunch,15,3
ORD-01007,46095,CUST-0221,FD002,Jollof Rice & Chicken,Rice Meals,4,2800,0,11200,1450,5800,5400,Walk-in,Transfer,Breakfast,8,3
ORD-01169,46095,CUST-0150,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Transfer,Dinner,19,3
ORD-00893,46096,CUST-0002,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Takeaway,Transfer,Lunch,14,4
ORD-00972,46096,CUST-0607,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Takeaway,Cash,Lunch,15,4
ORD-01034,46096,CUST-0254,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Transfer,Lunch,12,4
ORD-01041,46096,CUST-0097,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,Transfer,Dinner,19,4
ORD-01259,46096,CUST-0055,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Walk-in,POS,Lunch,14,4
ORD-01325,46096,CUST-0478,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Walk-in,Cash,Dinner,17,4
ORD-01646,46096,CUST-0366,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,Cash,Dinner,17,5
ORD-00095,46097,CUST-0266,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Cash,Lunch,13,5
ORD-00861,46097,CUST-0280,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Delivery,Transfer,Lunch,15,5
ORD-00877,46097,CUST-0042,FD007,Amala & Ewedu,Swallow,3,2500,0,7500,1250,3750,3750,Walk-in,POS,Breakfast,8,5
ORD-00909,46097,CUST-0057,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Takeaway,Cash,Breakfast,8,4
ORD-00948,46097,CUST-0368,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Walk-in,POS,Dinner,18,4
ORD-01193,46097,CUST-0349,FD005,Yam Porridge,Traditional Meals,3,2200,0,6600,1050,3150,3450,Takeaway,POS,Lunch,11,4
ORD-01778,46097,CUST-0266,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Takeaway,POS,Dinner,18,4
ORD-00043,46098,CUST-0332,FD001,White Rice & Stew,Rice Meals,3,1800,0,5400,820,2460,2940,Takeaway,Cash,Lunch,15,5
ORD-00381,46098,CUST-0277,FD001,White Rice & Stew,Rice Meals,3,1800,0.05,5130,820,2460,2670,Walk-in,Transfer,Lunch,15,5
ORD-00511,46098,CUST-0620,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Walk-in,Transfer,Lunch,12,5
ORD-01598,46098,CUST-0429,FD004,Beans & Plantain,Traditional Meals,4,2000,0,8000,960,3840,4160,Walk-in,POS,Lunch,12,3
ORD-00161,46099,CUST-0578,FD004,Beans & Plantain,Traditional Meals,1,2000,0,2000,960,960,1040,Takeaway,POS,Lunch,13,5
ORD-00445,46099,CUST-0124,FD006,Eba & Egusi Soup,Swallow,4,2600,0,10400,1320,5280,5120,Walk-in,POS,Breakfast,8,4
ORD-00627,46099,CUST-0452,FD001,White Rice & Stew,Rice Meals,1,1800,0,1800,820,820,980,Delivery,Transfer,Lunch,12,
ORD-01054,46099,CUST-0324,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Delivery,Cash,Lunch,14,4
ORD-01285,46099,CUST-0385,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,POS,Lunch,15,4
ORD-01298,46099,CUST-0062,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Takeaway,Cash,Dinner,16,4
ORD-00287,46100,CUST-0502,FD001,White Rice & Stew,Rice Meals,2,1800,0,3600,820,1640,1960,Walk-in,Transfer,Breakfast,9,5
ORD-00971,46100,CUST-0558,FD008,Pounded Yam & Vegetable Soup,Swallow,4,3200,0,12800,1710,6840,5960,Takeaway,Transfer,Breakfast,8,5
ORD-01444,46100,CUST-0565,FD005,Yam Porridge,Traditional Meals,2,2200,0,4400,1050,2100,2300,Walk-in,POS,Dinner,16,4
ORD-01476,46100,CUST-0527,FD003,Fried Rice & Chicken,Rice Meals,1,3000,0,3000,1580,1580,1420,Takeaway,Cash,Dinner,16,4
ORD-01564,46100,CUST-0241,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,Transfer,Lunch,15,5
ORD-01695,46100,CUST-0603,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0.05,7980,1450,4350,3630,Walk-in,Cash,Breakfast,9,3
ORD-00248,46101,CUST-0580,FD002,Jollof Rice & Chicken,Rice Meals,1,2800,0,2800,1450,1450,1350,Walk-in,POS,Lunch,15,5
ORD-00302,46101,CUST-0018,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Delivery,Transfer,Breakfast,10,5
ORD-00733,46101,CUST-0105,FD002,Jollof Rice & Chicken,Rice Meals,3,2800,0,8400,1450,4350,4050,Takeaway,Transfer,Dinner,18,4
ORD-00990,46101,CUST-0181,FD004,Beans & Plantain,Traditional Meals,3,2000,0,6000,960,2880,3120,Walk-in,Transfer,Dinner,19,4
ORD-01594,46101,CUST-0019,FD008,Pounded Yam & Vegetable Soup,Swallow,1,3200,0,3200,1710,1710,1490,Walk-in,Transfer,Lunch,13,5
ORD-01706,46101,CUST-0004,FD001,White Rice & Stew,Rice Meals,4,1800,0,7200,820,3280,3920,Walk-in,Cash,Lunch,15,4
ORD-00156,46102,CUST-0463,FD009,Moi Moi,Sides,2,900,0,1800,380,760,1040,Delivery,Transfer,Lunch,12,4
ORD-00159,46102,CUST-0034,FD003,Fried Rice & Chicken,Rice Meals,3,3000,0,9000,1580,4740,4260,Walk-in,POS,Lunch,13,5
ORD-00505,46102,CUST-0588,FD006,Eba & Egusi Soup,Swallow,1,2600,0,2600,1320,1320,1280,Walk-in,Transfer,Lunch,14,3
ORD-00629,46102,CUST-0451,FD005,Yam Porridge,Traditional Meals,2,2200,0.05,4180,1050,2100,2080,Takeaway,Transfer,Dinner,17,4
